date_received,product,sub_product,issue,sub_issue,complaint_what_happened,company_public_response,company,state,zip_code,consumer_consent_provided,submitted_via,date_sent_to_company,company_response,timely,tags,consumer_disputed,complaint_id
2018-07-16T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Indicated you were committing crime by not paying debt,"I received an Action to Foreclose a Mortgage on XX/XX/XXXX. Included in that document was an acceleration of the debt. ( Please see attached pages Items 6, 7, 8, 9 ). 

The Acceleration date determined was XX/XX/XXXX. 

The 6 year Statute of Limitations expired on XX/XX/XXXX yet the Plaintiff, through a debt collection agency named Leopold & Associates, headquartered in XXXX, NY, has ignored the law and continues to attempt to foreclose on my property. 

Leopold filed a subsequent foreclosure Action for the same Plaintiff on the same matter, on XX/XX/XXXX, which is almost two months past the 6 year Statute, which they had to know or did know. This is a willful, knowledgeable, non compliant action on the part of the Plaintiff, XXXX XXXX XXXX XXXX XXXX, XXXX and Leopold. 

XXXX 's latest attempt to collect on this debt was a demand for payment dated XX/XX/XXXX.",,"LEOPOLD & ASSOCIATES, PLLC",NY,,Consent provided,Web,2018-07-16T00:00:00.000,Closed with explanation,Yes,Servicemember,N/A,2964176
2018-12-27T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive notice of right to dispute,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NY,14226,N/A,Postal mail,2018-12-27T00:00:00.000,Closed with explanation,Yes,,N/A,3110998
2018-02-06T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,On XX/XX/XXXX BANK OF AMERICA made attempts to collect on a bankruptcy discharge zombie debt. On XX/XX/XXXX the debt was discharged and BANK OF AMERICA was notified by the the BANKRUPTCY Clerk and i of the discharge. Yet BANK OF AMERICA continues to infringe on my rights and entitlements afforded to me by the BANKRUPTCY discharge. My property is exempt under the BANKRUPTCY exemption rules and Homestead act.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11561,Consent provided,Web,2018-02-06T00:00:00.000,Closed with explanation,Yes,,N/A,2804960
2018-04-06T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,"XXXX XXXX XXXX XXXX Attorney 's for XXXX  have foreclosed on my home they provided No notice that they were debt collectors, no notice that I had a right to dispute the debt No copies of the requested details of the debt. They committed fraud upon the court by affirming that tall the information provided was true and it was not. They never served my ex husband who has not lived with me since XX/XX/2003 they affirm the bank has the mortgage documents yet another Law Firm for XXXX  "" XXXX  '' affirms that they lost the Note. This is just two instances of the numerous counts of fraud they have committed and affirmed to in documents to the Court",,RUSHMORE LOAN MANAGEMENT SERVICES LLC,NY,,Consent provided,Web,2018-04-06T00:00:00.000,Closed with explanation,Yes,,N/A,2867160
2018-10-10T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"AFFIDAVIT OF XXXX XXXX XXXX XXXX licensed private investigator License # Al XXXX Mortgage Compliance Investigators ' Chain Of Title Analysis & Mortgage Fraud. have looked at Mortgage of XXXX XXXX & XXXX XXXX, dated XX/XX/XXXX and filed in the Official Records of the XXXX County Clerk 's Office on XX/XX/XXXX as ins # XXXX, regarding a loan for {$400000.00}. The Original Lender of the XX/XX/XXXX XXXX loan is XXXX XXXXXXXX XXXX  XXXX.. XXXX XXXX XXXX foreclosing is not named in any way on the XXXX XXXX & XXXX XXXX Mortgage. 

Further more, we have looked at the XXXX County Record relating to the XXXX XXXX & XXXX XXXX Mortgage dated XX/XX/XXXX. The XXXX County Record shows an "" Assignment of Mortgage '', dated XX/XX/XXXX and filed in the Official Records of the XXXX County Clerk 's Office on XX/XX/XXXX as ins # XXXX, signed by XXXX XXXX as Vice President & Authorized Signatory and notarized XX/XX/XXXX by XXXX XXXX (? ), Tennessee Notary,  where XXXX XXXX XXXX XXXX grants, assigns, and transfers to 21 st Mortgage Corp. 

We have looked at the XXXX County Record relating to the XXXX XXXX & XXXX XXXX Mortgage dated XX/XX/XXXX. The XXXX County Record shows no record of a discharge of the Mortgage as required in covenant 23 of the Mortgage which states "" Lenders Obligation to Discharge this Security Instrument, When Lender has been paid all amounts due under the Note and under this Security Instrument, Lender will discharge this Security Instrument by delivering a certificate stating that this Security Instrument has been satisfied. .This has not happened. 

The 21st Mortgage /XXXXXX/XX/XXXX is not apart of the original tangible note obligation yet seeks to use our judicial system to illegally steal real property from the American people a clear violation of Trump Administration Executive Order 13818 of XX/XX/XXXX Blocking the Property of Persons Involved in Serious Human Rights Abuse or Corruption.",,21ST MORTGAGE CORP.,NY,115XX,Consent provided,Web,2018-10-10T00:00:00.000,Closed with explanation,Yes,,N/A,3041758
2018-06-12T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,,,"Seterus, Inc.",NY,10469,Consent not provided,Web,2018-06-12T00:00:00.000,Closed with explanation,Yes,,N/A,2932895
2018-05-26T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Indicated you were committing crime by not paying debt,,,HSBC NORTH AMERICA HOLDINGS INC.,NY,,Other,Web,2018-05-26T00:00:00.000,Closed with explanation,Yes,,N/A,2918879
2018-02-26T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt is not yours,"I get calls everyday from OCWEN '' a mortgage company, before giving any information on what they are calling for they want my social security number to look up my information. I am fed up of telling them i will not not give out my SS # so stop calling me. They continue to call and leave messages on my phone.",,OCWEN FINANCIAL CORPORATION,NY,114XX,Consent provided,Web,2018-02-26T00:00:00.000,Closed with explanation,Yes,,N/A,2826190
2018-02-16T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,"XX/XX/XXXX Notice of Chapter XXXX Bankruptcy Case, Meeting of Creditor, & Deadlines filed. ( Notice attached ) XX/XX/XXXX Notice of Appearance with request for copies of all orders, notices and pleadings under bankruptcy rules 2002 ( g ) and 9010 ( b ) filed by Ocwen Loan Servicing, LLC as servicer for the XXXX XXXX XXXX XXXX XXXX XXXX XXXX. ( Notice attached ) XX/XX/XXXX Final  bankruptcy Decree received that included referenced mortgage property. ( Letter attached. ) XXXXXX/XX/XXXX Received letter from Ocwen Loan Servicing, LLC stating the following : "" This letter was sent to acknowledge that we are in receipt of your request regarding the REO inquiry through correspondence received from XXXX XXXX. '' -I did not make this request and sent a certified letter, with return receipt, stating the property had been surrendered in a chapter XXXX bankruptcy with all of the applicable filing information. ( Letter attached. ) XX/XX/XXXX Received NOTICE OF OWNERSHIP CHANGE from Ocwen Loan Servicing, LLC stating that the mortgage account had been transferred. ( Notice attached ) XX/XX/XXXX-XX/XX/XXXX Several invitations to pay and miscellaneous notices from "" XXXX XXXX '' received . 

XX/XX/XXXX Debt validation notice received from XXXX XXXX XXXX. 
-XXXX  XXXX XXXX XXXX XXXX  XXXX XXXX XXXX and ALL of its servicers are well aware that this property was discharged in the bankruptcy.",,OCWEN FINANCIAL CORPORATION,NY,,Consent provided,Web,2018-02-16T00:00:00.000,Closed with explanation,Yes,Servicemember,N/A,2816769
2018-10-27T00:00:00.000,Debt collection,Mortgage debt,Communication tactics,Called before 8am or after 9pm,"XXXX XXXX continually calls my house before XXXX, even on weekends.",,OCWEN FINANCIAL CORPORATION,NY,,Consent provided,Web,2018-10-27T00:00:00.000,Closed with explanation,Yes,Servicemember,N/A,3058088
2018-09-05T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,,OCWEN FINANCIAL CORPORATION,NY,10977,N/A,Referral,2018-09-06T00:00:00.000,Closed with explanation,Yes,,N/A,3011597
2018-07-18T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,"OLS is involved in unfair and deceptive consumer practices with regards to our loan servicing. OLS provides us with false or misleading information regarding the amount due on the original term of the loan. Refuses to provide us with the accurate amount in arrears. OLS botched up our loan modification by providing misleading, incomplete information in an attempt to collect more than what it is required to collect. OLS refuses to reinstate our loan even after we informed them that we were willing to pay the total sum in arrears, approximately {$10.00}, XXXX dollars, as per the original note and mortage after a referee had determined, in a previous law suit that a specific amount is now due and owing and a down payment in the amount of XXXX, XXXX dollars was paid to reduce that determined amount with a remaining balance of about {$10.00}, XXXX dollars.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OCWEN FINANCIAL CORPORATION,NY,11713,Consent provided,Web,2018-07-18T00:00:00.000,Closed with explanation,Yes,Servicemember,N/A,2966636
2018-06-29T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,"Ocwen Loan Servicing, LLC was the servicer on my mortgage loan. They self identify themselves as a debt collector. In New York State, the Statute of Limitation on collecting a mortgage loan on real property is six years from the last payment made. Ocwen knows, or should have known, that my last payment was made years before foreclosure papers were served on me, in XX/XX/XXXX, yet they continue their attempts to collect on the debt. I recently received a Mortgage Account Statement from them dated XX/XX/XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OCWEN FINANCIAL CORPORATION,NY,,Consent provided,Web,2018-06-29T00:00:00.000,Closed with explanation,Yes,Servicemember,N/A,2950031
2018-04-30T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,,OCWEN FINANCIAL CORPORATION,NY,10166,N/A,Fax,2018-04-30T00:00:00.000,Closed with explanation,Yes,,N/A,2891571
2018-07-16T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Indicated you were committing crime by not paying debt,"I received an Action to Foreclose a Mortgage on XX/XX/XXXX. Included in that document was an acceleration of the debt. ( Please see attached pages Items 6, 7, 8, 9 ). 

The Acceleration date determined was XX/XX/XXXX. 

The 6 year Statute of Limitations expired on XX/XX/XXXX yet the Plaintiff, through a debt collection agency named XXXX XXXX XXXX, headquartered in XXXX, NY, has ignored the law and continues to attempt to foreclose on my property. 

XXXX filed a subsequent foreclosure Action for the same Plaintiff on the same matter, on XX/XX/XXXX, which is almost two months past the 6 year Statute, which they had to know or did know. This is a willful, knowledgeable, non compliant action on the part of the Plaintiff, XXXX XXXX XXXX XXXX XXXX, Ocwen and XXXX. 

Ocwen 's latest attempt to collect on this debt was a demand for payment dated XX/XX/XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OCWEN FINANCIAL CORPORATION,NY,,Consent provided,Web,2018-08-01T00:00:00.000,Closed with explanation,Yes,Servicemember,N/A,2964774
2018-04-19T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,,OCWEN FINANCIAL CORPORATION,NY,10456,N/A,Postal mail,2018-04-23T00:00:00.000,Closed with explanation,Yes,,N/A,2880524
2018-06-29T00:00:00.000,Debt collection,Mortgage debt,Communication tactics,"You told them to stop contacting you, but they keep trying","Hope that you can help. 

I am a XXXX with 30 years in the business. 

We have a home equity with Key Bank, for which we continue to get harassing phone calls at two or three days past the due date. Generally I pay at the end of the grace which is five days. 

I sent XXXX a letter, which requested under the fair debt collections act that they send any request via XXXX Mail and do NOT contact by phone. They have previously acknowledged the receipt of the letter. 

I have also verbally requested that they cease and desist. 

I also verbally informed them that they are not in compliance with the law, yet they persist ...",,KEYCORP,NY,140XX,Consent provided,Web,2018-06-29T00:00:00.000,Closed with explanation,Yes,,N/A,2950020
