date_received,product,sub_product,issue,sub_issue,complaint_what_happened,company_public_response,company,state,zip_code,consumer_consent_provided,submitted_via,date_sent_to_company,company_response,timely,tags,consumer_disputed,complaint_id
2018-03-25T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"XX/XX/XXXX To : VIA ONLINE at https : //www.consumerfinance.gov/complaint/ Consumer Financial Protection Bureau XXXX XXXX XXXX XXXX .

Washington, D.C. XXXX  Re : Unfair, deceptive, and unlawful mortgage servicing, dual tracking, and foreclosure practices by Seterus, Inc. and XXXX XXXX XXXX XXXX pertaining to the subject property XXXX XXXX XXXX XXXX XXXX, NJ XXXX ( Loan Acct. # : XXXX  ) ( Foreclosure Docket No. : XXXX ) To whom it may concern, I am writing this correspondence to the Consumer Financial Protection Bureau ( CFPB ) to report the unfair, deceptive, and unlawful servicing, modification, and foreclosure practices by Seterus, Inc. ( Seterus ) as the purported servicer for XXXX XXXX XXXX XXXX ( XXXX XXXX ) who Seterus claims is the owner of my mortgage loan that was originated onXX/XX/XXXX in the name of XXXX XXXX XXXX XXXX ( XXXX ), a doing business as effective XX/XX/XXXX upon XXXX XXXX XXXX   ( XXXX ) merging with and into XXXX XXXX XXXX XXXX ( XXXX ), the latter of whom changed its name to XXXX XXXX XXXX ( XXXX  ), and XXXX XXXX XXXX XXXX ( XXXX ) then became a tradename.

This communication shall server as an official appeal under 12 CFR 1024.41 ( h ) of Seterus recent denial of my modification request, and Seterus continuation of the Sheriff Sale of my property scheduled for XX/XX/XXXX by unlawful means and methods as document herein.

First and foremost, on XX/XX/XXXX, XXXX  commenced a foreclosure debt collection action by complaint filed with the Superior Court of New Jersey, and shortly thereafter, submitted the first of three instruments asserted to be a true copy of the original note in dispute, wherein there was no indorsements by XXXX as the original payee upon the instrument ( See Exhibit 1 ).

Then, on XX/XX/XXXX the Office of Thrift Supervision ( OTS ) seized XXXX, the Federal Deposit Insurance Corporation ( FDIC ) became the receiver and entered into a Purchase & Assumption Agreement ( P & AA ) the same day with XXXX XXXX XXXX, XXXX XXXX ( XXXX ), the latter of whom has confirmed in multiple court proceedings and filings with the U.S. Securities and Exchange Commission ( SEC ) that the aforementioned XXXX XXXX XXXX only transferred servicing of residential mortgage loans serviced by XXXX  prior to its receivership on XX/XX/XXXX, and not ownership of the underlying loans that were already securitized.

Thus from the inception of the aforementioned foreclosure action commenced in the year XX/XX/XXXX throughout the mid-point of year XX/XX/XXXX, there were no ( emphasis added ) instrument recorded by the Office of the Clerk for XXXX   County, NJ ( XXXX County Clerk ) asserting a transfer of my mortgage loan from XXXX to the FDIC, XXXX, or any other parties for XXXX remained the mortgagee of record, and the only ( emphasis added ) note instrument submitted into the Superior Court of New Jersey up to that moment, was still payable to XXXX ( See Exhibit 1 ).

Then, onXX/XX/XXXX, foreclosure attorneys XXXX XXXX XXXX XXXX XXXX ( XXXX ) out of XXXX, NJ filed a Certification In Support of Proceeding With Foreclosure Notwithstanding Lack of Assignment of Mortgage and enclosed Exhibit A which is a note instrument certified to be a true copy of the original that I signed on XX/XX/XXXX, and there are no ( emphasis added ) indorsements by XXXX as the original payee upon the instrument ( See Exhibit 2 ).

Then, on XX/XX/XXXX, Seterus created and caused to be recorded by the XXXX County Clerk two out of sequence, forged, falsely acknowledged, and void instruments titled NEW JERSEY ASSIGNMENT OF MORTGAGE that serve as the basis of Seterus purported right to deny me a modification to save my home from the Sheriff Scheduled on XX/XX/XXXX, wherein : 1. the first of two instruments recorded electronically at XXXX XXXX. on XX/XX/XXXX, misrepresents that XXXX   transferred my mortgage ( without any mention of a transfer of the note ) to XXXX XXXX  on XX/XX/XXXX ( See Exhibit 3 ), before the recording of the last of two instruments recorded electronically the same date at XXXX XXXX. misrepresenting that XXXX   as the purported attorney-in-fact for the FDIC transferred my mortgage ( without any mention of a transfer of the note ) to XXXX  on XX/XX/XXXX ( See Exhibit 4 ). ; 2. there is no proof or evidence that the FDIC owned or took possession of my mortgage loan. ; 3. there is no proof that the FDIC authorized XXXX  to act as the FDICs attorney in fact as of XX/XX/XXXX. ; AND 4. XXXX   already admitted under oath in court proceedings and filings with the SEC that that the aforementioned XXXX XXXX XXXX  only transferred servicing of residential mortgage loans serviced by XXXX prior to its receivership on XX/XX/XXXX, and not ownership of the underlying loans that were already securitized.

Additionally, the aforementioned void and out of sequence instruments titled NEW JERSEY ASSIGNMENT OF MORTGAGE that were created by Seterus, and recorded by the XXXX County Clerk on XX/XX/XXXX( See Exhibits 3 and 4 ), and heavily relied upon by Seterus as the purported servicing agent for XXXX XXXX, displays general misrepresentations as to the alleged transfer of my mortgage loan, the names and alleged signatures of fictitious persons misrepresenting their identities and knowledge as to the whereabouts of my mortgage loan, and a false acknowledged by a notary public employed by XXXX, all of which constitutes continued violations of the prohibitions under 1. the XX/XX/XXXX consent judgment In the Matter of : XXXX XXXX XXXX XXXX XXXX. ( XXXX  ) ( See Exhibit 5 ). ; AND 2. theXX/XX/XXXX National Mortgage Settlement ( NMS ) ( See Exhibit 6 ) wherein XXXX  and its affiliates were prohibited from further engagement in the unfair, deceptive, and illegal practices cited by the United States of America and 49 State Attorney Generals ( including the New Jersey Attorney General ) in United States of America v. Bank of America Corporation , et al. ( Case No. XXXX ) ( See Exhibit 7 ) for which I was made a party to the action by the New Jersey Attorney General ( NJ AG ) pursuant to consumer enforcement authorities bestowed upon the NJ AG along with parens patriae and common law.

Arguably, the most egregious example of Seterus unfair, deceptive, and illegal practices is displayed within the application for Entry of Final Judgment submitted to the Superior Court of New Jersey on XX/XX/XXXX, wherein a suddenly appearing undated stamp presented as an indorsement in blank by XXXX appears ( See Exhibit 2A ), after ( emphasis added ) the same indorsement in blank did not exist on the alleged true copies of my note that were previously filed in the same foreclosure action in the year of XX/XX/XXXX ( See Exhibit 1 ) and again on XX/XX/XXXX as Exhibit A ( See Exhibit 2 ). Furthermore, because of the foregoing facts, coupled with the XX/XX/XXXX deposition of XXXX XXXX in XXXX XXXX XXXX XXXX. v. XXXX XXXX, et al. ( Case No. : XXXX XXXX ( XXXX  ) ) in the XXXX XXXX XXXX XXXX   for XXXX  County, Florida, annexed hereto as Exhibit 2B, Seterus and or its predecessor XXXX illegally affixed the undated stamp ( i.e. not an original blue ink signature ) upon a counterfeit note instrument, constituting continued unlawful practices prohibited by the XX/XX/XXXXNational Mortgage Settlement ( See Exhibit 6 ).

Next, although Seterus is claiming that XXXX XXXX is the owner of my mortgage loan, I have never ( emphasis added ) received a Notice of Sale / Transfer as required under 15 U.S.C. 1641 ( g ) from any party ( emphasis added ) including Seterus and or XXXX XXXX, asserting to be the new creditor for my mortgage loan that was originally made payable to XXXX XXXX.

XXXX, setting aside the aforementioned grave concerns regarding my mortgage loan and if Seterus has any right to foreclose on behalf of XXXX XXXX, I am extremely concerned that Seterus denied me a modification and has chosen instead to proceed with the Sheriff Sale of my property scheduled forXX/XX/XXXX.

Wherefore, I am now putting the CFPB on notice with this communication and exhibits annexed hereto in support, of Seterus unfair, deceptive, and unlawful practices including the unlawful foreclosure of my property and the unfair denial of a modification that I desperately need and deserve ( in light of the aforementioned document irregularities ) in order to prevent the unnecessary and unjust Sheriff Sale of my property scheduled for XX/XX/XXXX.

Respectfully Submitted, XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Seterus, Inc.",NJ,07712,Consent provided,Web,2018-03-25T00:00:00.000,Closed with explanation,Yes,,N/A,2853954
2018-06-05T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt is not yours,"Complaint : XXXX XXXX  failure to specifically and sufficiently respond to consumer 's notice of error or information request or qualified written request or CFPB complaints.

Attn : XXXX XXXX, Relationship Manager, XXXX XXXX, Consumer Ombudsman Specialist, XXXX XXXX, Ombudsman Specialist XX/XX/XXXX XXXX XXXX XXXX XXXX

XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX Fax XXXX Account # XXXX RE : Notice of Error or Information Request or Qualified Written Request Please respond to the following errors and/or request for information : # 1 In a letter dated XX/XX/XXXX XXXX  states, "" We determined that we are unable to assist you in this proposed arrangement because pursuant to the servicing agreement governing this account, the owner of your mortgage has a right of approval and has denied this option based on a business decision. '' What proposed arrangement is XXXX referring to? Please provide copy of the section of servicing agreement that prohibits such arrangement. Note that just a day prior on XX/XX/XXXX, I received a letter that stated, "" XXXX, the mortgage servicer on the above referenced account, is currently reviewing your request for options to resolve the delinquency on this account. '' # 2 XXXX failed to respond to the following concerns regarding CFPB # XXXX : In a letter from XXXX on XX/XX/XXXX, XXXX   states, "" To reiterate, you question XXXX adding Lender Placed Insurance ( LPI ) to the account. XXXX does not show that any LPI has been added to the account. '' If that is the case, please explain why on the latest Mortgage Statement under transaction activity, there is a line item titled Taxes & Insurance. The amount is {$1200.00}. On XX/XX/XXXX XXXX  paid taxes in the amount of {$1100.00} ( on wrong property per note and mortgage ) for a difference of {$110.00}. What was the additional {$110.00} for? Insurance? In addition, there are "" other fees '' listed for XXXX cents and "" expenses pd by servicer '' in the amount of {$160.00}. Please provide account history detailing all charges for account # XXXX with justification.

# 3 The following concerns noted in CFPB # XXXX  were not addressed in XXXX  's latest response dated XX/XX/XXXX : A ) Loan Modification ( dated XX/XX/XXXX ) falsification allegations, B ) Conflict of information regarding address of XXXX XXXX XXXX XXXX. XXXX XXXX XXXX XXXX XXXX XXXX XXXX  vs XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX. Which is it? C ) Role of Relationship Manager XXXX XXXX. Why have I never heard from her?

# 4 In a response from XXXX dated XX/XX/XXXX, XXXX states, "" In your inquiry, you state that we do not have the correct legal description for the subject property. XXXX  appreciates you pointing this out and has referred this issue to the appropriate department for research and if necessary correction. '' What is the current status? What is the legal description in the note and mortgage XXXX  is attempting to collect debt on? What is the address of the property XXXX is attempting to collect debt on? What deed is attached to the property that XXXX is attempting to collect debt on?

# 5 In a response from XXXX dated XX/XX/XXXX, XXXX  states, "" The account was modified onXX/XX/XXXX ( Enclosed ). '' Besides the fact this document was allegedly fabricated, the Loan Modification Agreement itself under any circumstance precludes the assumption or assignment of the modification agreement ( Modification Agreement, section G. titled Loan and Agreement May Not be Assigned ). The Loan Modification Agreement is null and void.

As I have previously pointed out, the recorded notes and mortgages fraudulently established and sold by XXXX XXXX XXXX  to the alleged new owner/noteholder, and now serviced by XXXX, are severely deficient and unenforceable. I continue to dispute all alleged debt associated with account # XXXX. XXXX XXXX XXXX XXXX and XXXX  as servicer continue to try to enforce an unenforceable and erroneous obligation. To date, they have erroneously paid property taxes, conducted erroneous inspections, including a Broker Price Opinion and threaten foreclosure on a property they have no legal security interest in.

Besides legal ramifications based on the above allegations, please allow me to remind XXXX of it's RESPA obligations regarding Notices of Error or Information Requests or Qualified Written Requests.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-06-05T00:00:00.000,Closed with explanation,Yes,,N/A,2926962
2018-03-02T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt was result of identity theft,,,"BAYVIEW LOAN SERVICING, LLC",NJ,07424,Consent not provided,Web,2018-03-02T00:00:00.000,Closed with explanation,Yes,,N/A,2831384
2018-05-31T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,"Predatory lending is any lending practice that imposes unfair or abusive loan terms on a borrower. It is also any practice that convinces a borrower to accept unfair terms through deceptive, coercive, exploitative or unscrupulous actions for a loan that a borrower doesn't need, doesn't want or can't afford. This is exactly what XXXX XXXX XXXX XXXX ( Beneficial ) is guilty of in the case of my now deceased parents, XXXX and XXXX XXXX. CFPBs job is to protect consumers from this type of abuse when it is reported. I ask that CFPB hold Beneficial, XXXX XXXX XXXX XXXX ( XXXX ) and XXXX XXXX XXXX  XXXX by XXXX XXXX XXXX XXXX, XXXX accountable for their unconscionable actions. Although too late for my parents, I hope appropriate action by the authorities will prevent thousands of other consumers from being financially destroyed by these unscrupulous and repulsive financial and servicing institutions. Background : On XX/XX/XXXX loan # XXXX was established between XXXX XXXX XXXX XXXX in the principle amount of {$32000.00}. The term of the loan was for 180 months with an astonishing high interest rate of 17.895 % ( Risk Based Pricing ). After reviewing the documentation regarding this loan provided by Beneficial, I have discovered the following unethical, or even perhaps illegal discrepancies. Discrepancy # 1 : Beneficial states, Please note that we are unable to provide the origination Appraisal for loan # XXXX ( formerly XXXX ) as it is not available. Therefore, Beneficial unethically lent money to a consumer without an appraisal for a property they were seeking a security interest in? I constitute that as predatory, or at least negligent. Discrepancy # 2 : On the Loan Repayment and Security Agreement ( Page 1 of 3 ), the property address is listed as XXXX XXXX, XXXX, NY XXXX, with the loan number being XXXX. This is neither the correct loan number nor is the property address zip code for XXXX XXXX, its XXXX. Note Beneficial states, You are giving us a security interest in the real estate located at the above address. This cant be the case, as that address does not exist. Discrepancy # 3 : The Truth-In-Lending Disclosure ( Page 1 of 2 ) contains the wrong address and loan number. Also, the Annual Percentage rate is an astonishing 19.001 % ( predatory ). Discrepancy # 4 : Loan Summary page contains the wrong property address. Discrepancy # 5 : XXXX XXXX credit report contains the wrong birthdates of both my parents. They ran a report for my father as XXXX XXXX. His name is XXXX XXXX, not XXXX XXXX and wrong birth date. They even disregarded four ( 4 ) XXXX alerts on the report. Instead of running a credit report for my mother ( co-signer ), they erroneously ran a credit report for a XXXX XXXX. The report had wrong name, wrong SS #, wrong birthdate and wrong address. Discrepancy # 5 : The Good Faith Estimate ( Page 1 of 2 ) did not disclose all charges. In all, they were charged {$1800.00} of excessive fees. Discrepancy # 6 : Title report was ran by XXXX XXXX XXXX XXXX XXXX on property with Deed dated XX/XX/XXXX,  recorded XX/XX/XXXX, XXXX XXXX, Page 770. This is the legal description used in both the note and mortgage filed in XXXX County, NY. On XX/XX/XXXX loan # XXXX ( which is crossed out and replaced with XXXX ) was established between XXXX XXXX XXXX XXXX in the principle amount of {$62000.00}. The term of the loan was for 240 months with an astonishing high interest rate of 11.540 % ( Risk Based Pricing/Loan Flipping ), with the following discrepancies : Discrepancy # 1 : Loan Repayment and Security Agreement ( Page 1 of 3 ) contains the wrong property address. Again, they state, You are giving us a security interest in the real estate located at the above address. Thats impossible, because it is incorrect. Discrepancy # 2 : The Truth-In-Lending Disclosure ( Page 1 of 3 ) contains the wrong property address. Discrepancy # 3 : The Loan Summary contains the wrong property address. Discrepancy # 4 : The credit reports ran contain the wrong birthdates of my parents. XXXX alerts were discarded. Discrepancy # 5 : The Good Faith Estimate contains the wrong property address, as well as discloses misleading, repetitive and excessive fees that my parents were charged for just six months earlier. Discrepancy # 6 : The Settlement Statement contains the wrong property address and charges my parents an astonishing {$4100.00} in settlement charges. This totals a sum of {$6000.00} in charges over a six-month period. Discrepancy # 7 : Title report was ran by XXXX XXXX XXXX XXXX on property with Deed dated XX/XX/XXXX, recorded XX/XX/XXXX, XXXX XXXX, Page 770. This is the legal description used in both the note and mortgage filed in XXXX County, NY. Discrepancy # 8 : The Uniform Residential Appraisal Report does not match the legal description of the deed ran by the Title Company. Also, it only states the address as XXXX and later in the report as XXXX XXXX. XXXX. Discrepancy # 9 : The Mortgage and Consolidation Agreement attached contain the wrong property address. The zip code for XXXX is listed as XXXX. XXXX zip code is XXXX. Discrepancy # 10 : The Optional Credit Insurance Disclosure contains the wrong address. The loans listed above were then consolidated by Beneficial on XX/XX/XXXX in the sum of {$110000.00} and riddled with similar discrepancies and fraudulent behavior, which I have previously reported to no avail. After my parents passing, Beneficial fraudulently sold these deficient and unenforceable loans to XXXX XXXX XXXXt XXXX by XXXX XXXX XXXX XXXX, XXXX and transferred the serving to XXXX. XXXX and XXXX continue to try to enforce these unenforceable loans and threaten my parents estate with foreclosure. I would like to see the appropriate action taken against these institutions and for them to admit their wrongdoings and cease and desist their present actions. It is obvious Beneficial partook in predatory, unethical and fraudulent behavior and took advantage of my parents unsophisticated and uneducated financial literacy. Beneficial has the documentation I have cited, as they provided it to me. They need to be held accountable, cure the loans with XXXX and discharge the erroneous records filed in XXXX   County, NY Land Records. As such, on behalf of my parents estate, I continue to dispute all alleged debt associated with XXXX account XXXX. I am fully prepared to litigate this matter should it become necessary.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-05-31T00:00:00.000,Closed with explanation,Yes,,N/A,2923265
2018-11-06T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,,NATIONSTAR MORTGAGE,NJ,07039,N/A,Referral,2018-11-06T00:00:00.000,Closed with explanation,Yes,,N/A,3067508
2018-04-23T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,,,NATIONSTAR MORTGAGE,NJ,078XX,Consent not provided,Web,2018-04-23T00:00:00.000,Closed with explanation,Yes,,N/A,2884728
2018-03-22T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"Violations of numerous Federal and State Laws and Agreements to include : The Dodd-Frank Act, Title 12 Chapter X 1003HOME MORTGAGE DISCLOSURE ( REGULATION C ), Title 12 Chapter X PART 1014MORTGAGE ACTS AND PRACTICESADVERTISING ( REGULATION N ), Title 12 Chapter X PART 1024REAL ESTATE SETTLEMENT PROCEDURES ACT ( REGULATION X ), Title 12 Chapter X PART1026TRUTH IN LENDING ( REGULATION Z ), New York General Business Law 349, Fair Debt Collection Practices Act, Gramm-Leach-Bliley Act, as well as breach of representations and warranties.

A propertys legal description identifies it and distinguishes it from any other property. An error in the legal description of record becomes an obvious title issue and has a significant effect on any applicable documented agreements. In this case, three recorded defective mortgages. As outlined in attached, the clear and convincing evidence provided illustrates that both XXXX XXXX XXXX XXXX and XXXX XXXX XXXX XXXX lack of quality control procedures, due diligence, breach of representation and warranties, attention to detail, unethical business practices and non-compliance with relevant underwriting guidelines and applicable laws has rendered all three notes and mortgage agreements ( XXXX, XXXX, XXXX ) completely invalid and unenforceable. Both XXXX XXXX XXXX XXXX and XXXX XXXX XXXX XXXX conduct is indicative of fraud on borrowers, fraud on investors and a fraud on the courts ; especially when wrongful notifications and summons for foreclosure are brought forth by both parties without having clear and convincing evidence of a bona fide security interest in a property. In several ways, both companies negligently originated, recorded, serviced, securitized and/or sold these significantly defective loans to the secondary market, which are predominantly and legally null and void. Their unconscionable and seemingly unethical actions have caused great stress and anguish upon my remaining family as we continue to grieve our parents loss and are forced to defend the loss of our childhood home. Knowing the debt was invalid and unenforceable ; XXXX continues to threaten our childhood home of nearly 50 years with foreclosure, without cause. New York General Business Law 349 strictly prohibits such evident and deceptive trade practices or acts that are being committed by XXXX XXXX XXXX XXXX and XXXX XXXX XXXX XXXX Our proud, hard working, yet financially unsophisticated parents, fell victim to predatory lending and deceit. See attached evidence.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-03-22T00:00:00.000,Closed with explanation,Yes,,N/A,2851259
2018-09-19T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,07417,N/A,Postal mail,2018-09-19T00:00:00.000,Closed with non-monetary relief,Yes,,N/A,3024052
2018-06-28T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt was paid,,,JPMORGAN CHASE & CO.,NJ,07747,N/A,Referral,2018-06-28T00:00:00.000,Closed with explanation,Yes,,N/A,2949042
2018-10-01T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt is not yours,"I started receiving threatening phone calls from XXXX XXXX XXXX ( a debt collector ). They received my file XX/XX/XXXX and stated that I signed contracts in XXXX and that I owed them {$32000.00}. They have proceeded to leave messages on my answering machine and cell phone threatening to file a judgement against me and that this is only one of the judgments to be filed against me. 
In response to the phone calls, I contacted XXXX XXXX, my PMI carrier, and told them that I had a collection company after me for this debt. They told me Bayview Loan Servicing had been making my premium payments and that XXXX XXXX XXXX was my investor and that my PMI premiums went from {$240.00} a month to {$73.00} a month. When I asked why they had changed, they stated that after having a mortgage for 10 years the premium goes down to .02 % of the original loan amount, which is {$440000.00}. I mentioned the loan was discharged in Chapter XXXX on XXXX of XXXX and that this was not the contract that I had with them. In my contract, premiums would stop when I met 80 % of the Loan to Value or on XX/XX/XXXX, based on the amortization schedule. The PMI notice sent to me is also included, as is the amortization schedule and letter from XXXX. I also mentioned that under XXXX 's new guidelines for paying out claims, the agreement between the lender and XXXX would have been rescinded, because of the Chapter XXXX bankruptcy and loan default ( CFPB has taken action against XXXX. Chapter XXXX letter of discharge included ). 
Called on XX/XX/XXXX, XXXX XXXX., and spoke with XXXX. She told me the investor is XXXX XXXX XXXX and gave me their number ( XXXX ). 
Called XXXX XXXX XXXX on XX/XX/XXXX, XXXX XXXX., and spoke with XXXX. He told the note and the mortgage was sold on XX/XX/XXXX to XXXX XXXX XXXX ( RCS ) for XXXX and that he would send me a letter of the transfer ( included ). 
Called XXXX XXXX XXXX on XX/XX/XXXX, XXXX XXXX., and spoke with XXXX. He told me that the note and loan was sold to XXXX on XX/XX/XXXX. 
Called XXXX on XX/XX/XXXX and spoke with XXXX. She told me the premium drops after 10 years. 
Called XXXX XXXX XXXX on XX/XX/XXXX, XXXX XXXX., and spoke with?. Was told letter of transfer was sent out. 
Called XXXX on XX/XX/XXXX, XXXX p.m., and spoke with XXXX. I told him about previous calls to them concerning the debt collector, my Chapter XXXX and that XXXX XXXX XXXX sold the note and mortgage on XX/XX/XXXX. I was put on hold, and then he stated that XXXX was paying the premiums and that I should contact Bayview Loan Servicing and tell them about my situation. 
Called XXXX XXXX XXXX on XX/XX/XXXX, XXXX XXXX., and spoke with XXXX. He gave me what he said that he had on file. The date of the mortgage ( XX/XX/XXXX ), the investor XXXX Bank XXXX New York, # XXXX ), Bank XXXX New York XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX, TX XXXX. 
Called XXXX on XX/XX/XXXX, XXXX p.m., and spoke with XXXX XXXX. Was told that XXXX XXXX XXXX out of Florida was my servicer. 
Called XXXX Loan Serving on XX/XX/XXXX, XXXX XXXX, and spoke with XXXX XXXX said that the investor was XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX, trustee for the certificate holders of XXXX XXXX, XXXX XXXX XXXX XXXX XXXX, Pass Through Certificates, XXXX XXXX XXXX. I told her that XXXX XXXX XXXX is no longer registered with the Security Exchange Commission ( SEC ) and that XXXX XXXX XXXX was longer registered in the State of Delaware. Transferred to XXXX XXXX ( manager ). She told me that she was looking up the assignment of mortgage and that the report was 30 pages long and I was put on hold. She told that Bank XXXX New York XXXX, XXXX, XXXX XXXX XXXX purchased back loans out of the pool of mortgages in the Trust. I told her that XXXX XXXX XXXX said that they do not own the note or mortgage. She said that she needed to do more research and that she would call me back. 
XXXX XXXX XXXX XXXX on XX/XX/XXXX, XXXX p.m., and spoke with XXXX. I told him that I spoke with XXXX Loan Servicing and they said that XXXX XXXX XXXX had purchased back loans that were pooled into XXXX XXXX. Alternative Loan Trust XXXX, Mortgage Pass Through Certificates, Series XXXX. He said that he was pulling the Collateral Management File, and that he could send it out to me XX/XX/XXXX. My Foreclosure date is XX/XX/XXXX, After I gave him authorization, he said he would XXXX me the file on XX/XX/XXXX. He also said that if XXXX XXXX Servicing was the servicer to my mortgage, they would have a Custodian of Asset Trading Agreement from the investor. Servicers need a contractual agreement. 
Called XXXX XXXX XXXX on XX/XX/XXXX, XXXX XXXX, and spoke XXXX XXXX. I ask to speak to XXXX XXXX. She said that she was busy and told me she could read me what was put in by XXXX. She told that XXXX XXXX XXXX XXXX packaged a large group of loans into a Trust, with XXXX XXXX XXXX XXXX, AKA, XXXX XXXX XXXX, and that investors now hold shares in trust CWALT XXXX. I mentioned about getting a copy of the XXXX XXXX XXXX XXXX. Not knowing the exact name of the contract, I said that I needed a copy of the contract between Bayview Loan Serving and the investor that authorized them to service the loan and that I would like to have it immediately. She said that XXXX XXXX would call me back in an hour. Still have not heard back from them.",,"BAYVIEW LOAN SERVICING, LLC",NJ,082XX,Consent provided,Web,2018-10-01T00:00:00.000,Closed with explanation,Yes,,N/A,3033557
2018-05-16T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"Select Portfolio Services , INC. ( SPS ) and XXXX XXXX XXXX ( XXXX ), is in violation of conspiracy to commit fraud, deceit, falsification of documents and misrepresentation. Complaint # 1 : On XX/XX/XXXX and XX/XX/XXXX, I received a response concerning a CFPB complaint from both SPS and XXXX ( see attached ). Within those responses were copies of a document, entitled Loan Modification, dated XX/XX/XXXX. The ONLY signature on the document was my deceased fathers, which he dated XX/XX/XXXX. My deceased mothers signature block contained the word Deceased. In addition, the document included a stamp on the first page that stated, Received Express Carrier XX/XX/XXXX MAILROOM XXXX, FL. On XX/XX/XXXX, I received correspondence from SPS which contained what appeared to be the same Loan Modification document which I received copies of from SPS and XXXX on XX/XX/XXXX and XX/XX/XXXX respectively. However, upon further review, I could see how it had been fraudulently altered and/or falsified/backdated. The similar Loan Modification document I received on XX/XX/XXXX now contained two additional stamps. One stated, Received Inter-Office Trailing XX/XX/XXXX Capture Center XXXX, FL and the other stated, Vice President and Asst. Secretary, Administrative Services Division of XXXX XXXX XXXX. In addition, this copy of the document now contained the unreadable signature on the Lender signature block, which was dated XX/XX/XXXX ( see attached copies ). I can only assume these documents were altered sometime after XX/XX/XXXX andXX/XX/XXXX ; more than two years after my father signed the document on XX/XX/XXXX. Therefore, I deem this fabricated document as null and void. Complaint # 2 : On XX/XX/XXXX in correspondence I received from SPS, they give and address for XXXX XXXX XXXX XXXX ( Alleged Owner of Note ) as XXXX XXXX XXXX XXXX XXXX, NY XXXX. This contradicts the address SPS provided me in correspondence dated XX/XX/XXXX. In that correspondence they stated the address was XXXX XXXX XXXX, XXXX XXXX XXXXXXXX, Delaware XXXX Attention : XXXX XXXX XXXX   XXXX. Complaint # 3 : In numerous correspondences from SPS they state, Your assigned Relationship Manager is XXXX XXXX. I have yet to hear from this person via telephone or in writing and preliminary investigation indicates that she is not who SPS states she is. Complaint # 4 : On XX/XX/XXXX, I received correspondence from SPS stating they are, based on a business decision, unable to provide assistance. Not sure what prompted them to think I want or need their assistance. In fact, in my Complaint XXXX, dated XX/XX/XXXX. I advised them I have repeatedly attempted to request information regarding this account, which has only been met with non-compliance, insufficiency, vagueness, and misrepresentation and unconscionable deceit. Therefore, I have little interest in any work-outs regarding this account until such time it can be proven to me that the alleged obligations you claim are legal and enforceable. Therefore, at this time, I rescind all verbal and written offers to cure this alleged obligation. I fully dispute the validity of the alleged debt, ( current and future ), regarding account number XXXX, as claimed by Select Portfolio Services , Inc. and any associates. I have never sought approval of any modification and had never sent them an application for approval of a modification. I can only assume SPS is attempting to receive Federally Funded Credit for the false attempt. I have identified many more discrepancies during the course of my investigation that will be revealed at a later date. SPS and XXXX unethical and seemingly fraudulent behavior continues unchallenged by the appropriate authorities.",,"SELECT PORTFOLIO SERVICING, INC.",NJ,08085,Consent provided,Web,2018-05-16T00:00:00.000,Closed with explanation,Yes,,N/A,2908740
2018-05-08T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NJ,07513,N/A,Referral,2018-05-08T00:00:00.000,Closed with explanation,Yes,,N/A,2900465
